,APMC,Commodity,2014,2015,2016
2373,Pune-Pimpri,squash gourd,1200,1300,1300
2374,Pune-Pimpri,tomato,2410,3264,3264
2375,Pune-Pimpri,wal papdi,3179,4000,4000
2376,Pune-Pimpri,walvad,3425,3591,3591
2377,Pune,arvi,2500,3208,3208
2378,Pune,bajri,3196,2188,2188
2379,Pune,beet root,1420,1565,1565
2380,Pune,bitter gourd,3724,4237,4237
2381,Pune,black gram,6529,13157,13157
2382,Pune,bottle gourd,1655,1755,1755
2383,Pune,brinjal,3833,3550,3550
2384,Pune,cabbage,909,1375,1375
2385,Pune,capsicum,3728,3310,3310
2386,Pune,carrot,2760,2561,2561
2387,Pune,chavli (pala),2500,2500,2500
2388,Pune,chavli (shenga ),2700,2881,2881
2389,Pune,chillies(red),16000,15610,15610
2390,Pune,cluster bean,4760,5929,5929
2391,Pune,coriander (dry),20000,17889,17889
2392,Pune,cucumber,2244,2481,2481
2393,Pune,curry leaves,2096,2538,2538
2394,Pune,dhemse,3000,3200,3200
2395,Pune,double bee,5000,6000,6000
2396,Pune,elephant root,2386,3000,3000
2397,Pune,flower,1833,1578,1578
2398,Pune,garlic,6813,15273,15273
2399,Pune,ghevda,4488,7425,7425
2400,Pune,ghosali(bhaji),2540,3060,3060
2401,Pune,ginger (fresh),5170,4130,4130
2402,Pune,gr.nut kernels,7519,9470,9470
2403,Pune,gram,6689,6375,6375
2404,Pune,green chilli,4271,4600,4600
2405,Pune,green gram,8700,13492,13492
2406,Pune,green peas (dry),5815,5457,5457
2407,Pune,green-peas,8111,10650,10650
2408,Pune,ground nut pods (dry),0,0,0
2409,Pune,jaggery,3233,2816,2816
2410,Pune,ladies finger,4029,4975,4975
2411,Pune,lemon,0,700,700
2412,Pune,lentil,7088,7950,7950
2413,Pune,maize,1677,1790,1790
2414,Pune,mango(raw),700,5833,5833
2415,Pune,mula shenga,0,2770,2770
2416,Pune,nolkol,0,700,700
2417,Pune,onion,2136,2531,2531
2418,Pune,parwar,3250,3533,3533
2419,Pune,pavtta,5405,5559,5559
2420,Pune,potato,2872,1633,1633
2421,Pune,pumpkin,1830,1921,1921
2422,Pune,rice(paddy-hus),6481,5822,5822
2423,Pune,ridge gourd,4300,4875,4875
2424,Pune,shevga,6674,7063,7063
2425,Pune,small gourd,3114,3429,3429
2426,Pune,snake gourd,1853,2254,2254
2427,Pune,sorgum(jawar),3067,3006,3006
2428,Pune,squash gourd,1117,4500,4500
2429,Pune,sweet potato,2200,2494,2494
2430,Pune,tamarind,5000,5100,5100
2431,Pune,tomato,2152,2255,2255
2432,Pune,turmeric,10600,14667,14667
2433,Pune,wal bhaji,3124,4000,4000
2434,Pune,wal papdi,3294,3875,3875
2435,Pune,walvad,3510,4167,4167
2436,Pune,wheat(husked),2628,2877,2877
2437,Purna,gram,0,4093,4093
2438,Purna,green gram,6700,8310,8310
2439,Purna,ground nut pods (dry),4266,5876,5876
2440,Purna,pigeon pea (tur),4200,8610,8610
2441,Purna,safflower,0,2435,2435
2442,Purna,sorgum(jawar),1216,1647,1647
2443,Purna,soybean,3383,3730,3730
2444,Purna,turmeric,0,7920,7920
2445,Purna,wheat(husked),1552,1904,1904
2446,Pusad,bajri,1890,1808,1808
2447,Pusad,batbati,3925,5018,5018
2448,Pusad,black gram,5333,10865,10865
2449,Pusad,gram,2803,5639,5639
2450,Pusad,green gram,8006,9350,9350
2451,Pusad,ground nut pods (dry),0,5870,5870
2452,Pusad,pigeon pea (tur),5417,10922,10922
2453,Pusad,sesamum,9593,9205,9205
2454,Pusad,sorgum(jawar),1670,1652,1652
2455,Pusad,soybean,3374,4210,4210
2456,Pusad,spilt pigeon pea,6780,13500,13500
2457,Pusad,wheat(husked),1994,2027,2027
2458,Rahata,bajri,1421,1445,1445
2459,Rahata,beet root,2250,2500,2500
2460,Rahata,bitter gourd,3038,3000,3000
2461,Rahata,bor,2625,2500,2500
2462,Rahata,bottle gourd,851,1523,1523
2463,Rahata,brinjal,2392,2138,2138
2464,Rahata,cabbage,6,13,13
2465,Rahata,capsicum,3727,3042,3042
2466,Rahata,carrot,1750,3045,3045
2467,Rahata,cluster bean,5250,6750,6750
2468,Rahata,coriander  ,5,25,25
2469,Rahata,cucumber,2500,2167,2167
2470,Rahata,curry leaves,0,10,10
2471,Rahata,flower,10,20,20
2472,Rahata,garlic,3515,11679,11679
2473,Rahata,ghevda,3250,4063,4063
2474,Rahata,ginger (fresh),6389,5045,5045
2475,Rahata,gram,2617,4209,4209
2476,Rahata,green chilli,0,5900,5900
2477,Rahata,green gram,7655,8200,8200
2478,Rahata,green peas (dry),4000,4250,4250
2479,Rahata,ground nut pods (dry),5000,4250,4250
2480,Rahata,ladies finger,3850,3800,3800
2481,Rahata,lemon,4250,6000,6000
2482,Rahata,maize,1475,1417,1417
2483,Rahata,mango(raw),0,1667,1667
2484,Rahata,onion,2163,3413,3413
2485,Rahata,pigeon pea (tur),0,0,0
2486,Rahata,pomegranate,11067,18675,18675
2487,Rahata,potato,2558,2330,2330
2488,Rahata,shevga,4000,3875,3875
2489,Rahata,small gourd,1800,2400,2400
2490,Rahata,sorgum(jawar),1486,1514,1514
2491,Rahata,soybean,3300,3710,3710
2492,Rahata,sweet potato,3000,3600,3600
2493,Rahata,tomato,1923,2400,2400
2494,Rahata,walvad,2638,3300,3300
2495,Rahata,wheat(husked),1611,1675,1675
2496,Rahuri-Vambori,bajri,1620,1686,1686
2497,Rahuri-Vambori,gram,2660,4867,4867
2498,Rahuri-Vambori,green gram,6850,8553,8553
2499,Rahuri-Vambori,ground nut pods (dry),4032,5147,5147
2500,Rahuri-Vambori,maize,1203,1474,1474
2501,Rahuri-Vambori,onion,2157,2667,2667
2502,Rahuri-Vambori,pigeon pea (tur),4440,9412,9412
2503,Rahuri-Vambori,sorgum(jawar),2128,1851,1851
2504,Rahuri-Vambori,soybean,3283,3789,3789
2505,Rahuri-Vambori,sunflower,2946,3000,3000
2506,Rahuri-Vambori,wheat(husked),1756,2035,2035
2507,Rahuri,bajri,1385,1380,1380
2508,Rahuri,brinjal,0,3167,3167
2509,Rahuri,cabbage,0,1160,1160
2510,Rahuri,cucumber,0,1633,1633
2511,Rahuri,gram,3250,3405,3405
2512,Rahuri,green chilli,0,3175,3175
2513,Rahuri,ground nut pods (dry),0,3516,3516
2514,Rahuri,maize,1341,1317,1317
2515,Rahuri,onion,2189,2804,2804
2516,Rahuri,pomegranate,0,6250,6250
2517,Rahuri,potato,0,1300,1300
2518,Rahuri,sorgum(jawar),1655,1592,1592
2519,Rahuri,tomato,0,2500,2500
2520,Rahuri,wheat(husked),1543,1564,1564
2521,Rajura,cotton,4013,4266,4266
2522,Rajura,gram,0,4150,4150
2523,Rajura,pigeon pea (tur),0,7629,7629
2524,Rajura,soybean,3339,3830,3830
2525,Ralegaon,cotton,4050,4373,4373
2526,Ramtek,bitter gourd,0,4000,4000
2527,Ramtek,bottle gourd,0,2560,2560
2528,Ramtek,brinjal,0,1505,1505
2529,Ramtek,cabbage,0,2008,2008
2530,Ramtek,capsicum,0,3000,3000
2531,Ramtek,chavli (pala),0,3500,3500
2532,Ramtek,chavli (shenga ),0,3400,3400
2533,Ramtek,chillies(red),0,8000,8000
2534,Ramtek,cluster bean,0,2000,2000
2535,Ramtek,coriander  ,0,7762,7762
2536,Ramtek,cucumber,0,1970,1970
2537,Ramtek,dhemse,0,3192,3192
2538,Ramtek,flower,0,2026,2026
2539,Ramtek,garlic,0,9464,9464
2540,Ramtek,ginger (fresh),0,5111,5111
2541,Ramtek,gram,0,14825,14825
2542,Ramtek,green chilli,0,2962,2962
2543,Ramtek,jack fruit,0,1200,1200
2544,Ramtek,ladies finger,0,1405,1405
2545,Ramtek,lemon,0,2000,2000
2546,Ramtek,mango,0,2000,2000
2547,Ramtek,onion,0,3816,3816
2548,Ramtek,paddy-unhusked,0,1976,1976
2549,Ramtek,pigeon pea (tur),0,7350,7350
2550,Ramtek,potato,0,1379,1379
2551,Ramtek,pumpkin,0,1100,1100
2552,Ramtek,raddish,0,1500,1500
2553,Ramtek,soybean,0,3104,3104
2554,Ramtek,spinach,0,3550,3550
2555,Ramtek,squash gourd,0,2000,2000
2556,Ramtek,tomato,0,2081,2081
2557,Ramtek,wal bhaji,0,3409,3409
2558,Ramtek,wheat(husked),0,1509,1509
2559,Ratanagari,bitter gourd,3719,3929,3929
2560,Ratanagari,bottle gourd,2500,1800,1800
2561,Ratanagari,brinjal,3789,2818,2818
2562,Ratanagari,cabbage,1389,1591,1591
2563,Ratanagari,capsicum,4458,3984,3984
2564,Ratanagari,carrot,3000,3000,3000
2565,Ratanagari,cluster bean,4500,5500,5500
2566,Ratanagari,coriander  ,14,22,22
2567,Ratanagari,cucumber,2583,2550,2550
2568,Ratanagari,flower,3645,3273,3273
2569,Ratanagari,french bean,5500,3833,3833
2570,Ratanagari,ginger (fresh),5750,6000,6000
2571,Ratanagari,green chilli,4139,4316,4316
2572,Ratanagari,green-peas,4525,9000,9000
2573,Ratanagari,ladies finger,4765,4548,4548
2574,Ratanagari,maize(corn.),4750,6000,6000
2575,Ratanagari,math (bhaji),14,6,6
2576,Ratanagari,snake gourd,1500,2667,2667
2577,Ratanagari,spinach,0,10,10
2578,Ratanagari,sweet potato,3000,3000,3000
2579,Ratanagari,tomato,2473,2770,2770
2580,Raver,bajri,1575,1726,1726
2581,Raver,black gram,5730,8330,8330
2582,Raver,gram,2686,5305,5305
2583,Raver,green gram,6447,6900,6900
2584,Raver,maize,1228,1456,1456
2585,Raver,pigeon pea (tur),3903,7447,7447
2586,Raver,rice(paddy-hus),0,0,0
2587,Raver,sorgum(jawar),1542,1475,1475
2588,Raver,wheat(husked),1638,1700,1700
2589,Risod,black gram,0,11847,11847
2590,Risod,gram,3271,6800,6800
2591,Risod,green gram,0,8816,8816
2592,Risod,pigeon pea (tur),4992,10017,10017
2593,Risod,soybean,3305,3916,3916
2594,Risod,turmeric,0,0,0
2595,Roha,paddy-unhusked,1400,1400,1400
2596,Sadak Arjuni,paddy-unhusked,0,0,0
2597,Sailu,bajri,1600,1551,1551
2598,Sailu,black gram,4513,5500,5500
2599,Sailu,cotton,4128,4463,4463
2600,Sailu,gram,3037,4791,4791
2601,Sailu,green gram,7682,8684,8684
2602,Sailu,pigeon pea (tur),4901,10000,10000
2603,Sailu,sorgum(jawar),1600,1927,1927
2604,Sailu,soybean,3335,3980,3980
2605,Sailu,wheat(husked),1569,1930,1930
2606,Sakri,bajri,1284,1469,1469
2607,Sakri,gram,2286,3944,3944
2608,Sakri,green gram,5980,0,0
2609,Sakri,ground nut pods (dry),4514,5695,5695
2610,Sakri,maize,1151,1540,1540
2611,Sakri,onion,0,0,0
2612,Sakri,pigeon pea (tur),3030,7221,7221
2613,Sakri,sorgum(jawar),1111,1165,1165
2614,Sakri,soybean,2843,3541,3541
2615,Sakri,wheat(husked),1386,1488,1488
2616,Samudrapur,cotton,4140,4358,4358
2617,Samudrapur,gram,0,3673,3673
2618,Samudrapur,pigeon pea (tur),0,8251,8251
2619,Samudrapur,soybean,3317,3736,3736
2620,Sangali,bajri,1825,1830,1830
2621,Sangali,bedana,27800,30040,30040
2622,Sangali,black gram,5500,10557,10557
2623,Sangali,castor seed,3375,3200,3200
2624,Sangali,chillies(red),10020,13222,13222
2625,Sangali,coriander (dry),11575,12000,12000
2626,Sangali,gram,0,5000,5000
2627,Sangali,green gram,8556,9400,9400
2628,Sangali,green peas (dry),0,0,0
2629,Sangali,horse gram,0,4000,4000
2630,Sangali,jaggery,3871,3539,3539
2631,Sangali,lentil,6550,8378,8378
2632,Sangali,maize,1442,1672,1672
2633,Sangali,matki,11567,11821,11821
2634,Sangali,pigeon pea (tur),0,11500,11500
2635,Sangali,rice(paddy-hus),5600,5500,5500
2636,Sangali,sorgum(jawar),2827,2782,2782
2637,Sangali,soybean,3554,4030,4030
2638,Sangali,turmeric,10767,22451,22451
2639,Sangali,wheat(husked),2825,3072,3072
2640,Sangali,wheat(unhusked),4578,5906,5906
2641,Sangamner,bajri,1730,2983,2983
2642,Sangamner,flower,1550,1500,1500
2643,Sangamner,gram,3288,4858,4858
2644,Sangamner,green gram,6000,7625,7625
2645,Sangamner,maize,1359,1450,1450
2646,Sangamner,matki,7000,0,0
2647,Sangamner,onion,2282,2888,2888
2648,Sangamner,pigeon pea (tur),0,6467,6467
2649,Sangamner,pomegranate,10375,11081,11081
2650,Sangamner,sorgum(jawar),2019,2350,2350
2651,Sangamner,soybean,3500,4100,4100
2652,Sangamner,tomato,2836,2070,2070
2653,Sangamner,wheat(husked),1722,2050,2050
2654,Sangli-Miraj,maize,0,1602,1602
2655,Sangli-Miraj,wheat(unhusked),0,3957,3957
2656,Sangli-Phale Bhajipalam,apple,0,12489,12489
2657,Sangli-Phale Bhajipalam,bor,0,2000,2000
2658,Sangli-Phale Bhajipalam,chikoo,0,5167,5167
2659,Sangli-Phale Bhajipalam,custard apple,0,5196,5196
2660,Sangli-Phale Bhajipalam,garlic,0,8500,8500
2661,Sangli-Phale Bhajipalam,ginger (fresh),0,4500,4500
2662,Sangli-Phale Bhajipalam,mango,0,0,0
2663,Sangli-Phale Bhajipalam,mosambi,0,4028,4028
2664,Sangli-Phale Bhajipalam,onion,0,3255,3255
2665,Sangli-Phale Bhajipalam,orange,0,4000,4000
2666,Sangli-Phale Bhajipalam,papai,0,1075,1075
2667,Sangli-Phale Bhajipalam,pineapple,0,3449,3449
2668,Sangli-Phale Bhajipalam,pomegranate,0,8063,8063
2669,Sangli-Phale Bhajipalam,potato,0,1300,1300
2670,Sangli-Phale Bhajipalam,water melon,0,367,367
2671,Sangola,pomegranate,5709,6335,6335
2672,Sangrampur-Varvatbakal,black gram,0,8550,8550
2673,Sangrampur-Varvatbakal,gram,0,7786,7786
2674,Sangrampur-Varvatbakal,green gram,0,6925,6925
2675,Sangrampur-Varvatbakal,maize,0,1275,1275
2676,Sangrampur-Varvatbakal,pigeon pea (tur),0,8960,8960
2677,Sangrampur-Varvatbakal,sorgum(jawar),0,1400,1400
2678,Sangrampur-Varvatbakal,soybean,0,3577,3577
2679,Sangrampur-Varvatbakal,wheat(husked),0,1510,1510
2680,Sangrampur,black gram,5300,6300,6300
2681,Sangrampur,gram,2550,4470,4470
2682,Sangrampur,green gram,8020,7800,7800
2683,Sangrampur,maize,1066,1150,1150
2684,Sangrampur,pigeon pea (tur),4763,9120,9120
2685,Sangrampur,sorgum(jawar),1361,1390,1390
2686,Sangrampur,soybean,3262,3742,3742
2687,Sangrampur,wheat(husked),1454,1500,1500
2688,Satana,bajri,1653,1764,1764
2689,Satana,gram,2759,5004,5004
2690,Satana,green gram,7957,8863,8863
2691,Satana,ground nut pods (dry),0,6639,6639
2692,Satana,maize,1255,1539,1539
2693,Satana,onion,1969,3158,3158
2694,Satana,pigeon pea (tur),3781,8800,8800
2695,Satana,pomegranate,0,5873,5873
2696,Satana,wheat(husked),1777,1969,1969
2697,Satara,bitter gourd,3750,4344,4344
2698,Satara,bottle gourd,1954,1792,1792
2699,Satara,brinjal,3442,2428,2428
2700,Satara,cabbage,904,1285,1285
2701,Satara,capsicum,4071,3452,3452
2702,Satara,carrot,2542,2490,2490
2703,Satara,cluster bean,4630,5714,5714
2704,Satara,cucumber,2196,2864,2864
2705,Satara,flower,2500,2319,2319
2706,Satara,garlic,5000,12400,12400
2707,Satara,ghevda,3500,5000,5000
2708,Satara,ginger (fresh),4813,4088,4088
2709,Satara,green chilli,3236,4798,4798
2710,Satara,green-peas,6000,10733,10733
2711,Satara,ground nut pods (dry),4000,4500,4500
2712,Satara,ladies finger,3907,4429,4429
2713,Satara,onion,2044,3650,3650
2714,Satara,pavtta,5810,6273,6273
2715,Satara,potato,2722,1650,1650
2716,Satara,shevga,7500,6625,6625
2717,Satara,sweet potato,1500,1900,1900
2718,Satara,tomato,1896,2963,2963
2719,Savali,paddy-unhusked,2600,2191,2191
2720,Savner,cotton,3960,4247,4247
2721,Savner,gram,2665,4860,4860
2722,Savner,ground nut pods (dry),4000,5085,5085
2723,Savner,maize,1064,1379,1379
2724,Savner,pigeon pea (tur),4669,8725,8725
2725,Savner,sorgum(jawar),1380,1440,1440
2726,Savner,soybean,3303,3583,3583
2727,Savner,wheat(husked),1434,1709,1709
2728,Sengaon,black gram,0,10498,10498
2729,Sengaon,gram,0,4815,4815
2730,Sengaon,green gram,0,8256,8256
2731,Sengaon,ground nut pods (dry),0,5450,5450
2732,Sengaon,pigeon pea (tur),0,10250,10250
2733,Sengaon,sorgum(jawar),0,1600,1600
2734,Sengaon,soybean,0,3733,3733
2735,Sengaon,turmeric,0,9236,9236
2736,Sengaon,wheat(husked),0,1700,1700
2737,Shahada,bajri,1526,2766,2766
2738,Shahada,black gram,5440,10340,10340
2739,Shahada,gram,3036,4892,4892
2740,Shahada,green gram,7618,8703,8703
2741,Shahada,maize,1490,1482,1482
2742,Shahada,pigeon pea (tur),4801,8628,8628
2743,Shahada,sorgum(jawar),1863,2061,2061
2744,Shahada,soybean,3377,3798,3798
2745,Shahada,wheat(husked),1796,1909,1909
2746,Shahapur,bitter gourd,3377,4725,4725
2747,Shahapur,brinjal,1900,2133,2133
2748,Shahapur,capsicum,0,2500,2500
2749,Shahapur,chavli (shenga ),2900,2975,2975
2750,Shahapur,cluster bean,4500,4844,4844
2751,Shahapur,cucumber,2383,2333,2333
2752,Shahapur,ghosali(bhaji),2143,2595,2595
2753,Shahapur,ladies finger,3525,3875,3875
2754,Shahapur,mango(raw),0,2023,2023
2755,Shahapur,paddy-unhusked,1590,1658,1658
2756,Shahapur,ridge gourd,3267,4950,4950
2757,Shahapur,shevga,7083,7353,7353
2758,Shegaon,bajri,1270,1605,1605
2759,Shegaon,black gram,5565,10894,10894
2760,Shegaon,gram,2792,4804,4804
2761,Shegaon,green gram,8270,8828,8828
2762,Shegaon,maize,1025,1250,1250
2763,Shegaon,mustard,2836,3589,3589
2764,Shegaon,pigeon pea (tur),4628,10102,10102
2765,Shegaon,sesamum,10084,16793,16793
2766,Shegaon,sorgum(jawar),1393,1440,1440
2767,Shegaon,soybean,3396,3839,3839
2768,Shegaon,sunflower,3238,3250,3250
2769,Shegaon,thymol-lovage,7889,14371,14371
2770,Shegaon,wheat(husked),1511,1550,1550
2771,Shevgaon-Bodhegaon,bajri,1460,1591,1591
2772,Shevgaon-Bodhegaon,gram,2918,4163,4163
2773,Shevgaon-Bodhegaon,maize,1045,1400,1400
2774,Shevgaon-Bodhegaon,pigeon pea (tur),4900,8759,8759
2775,Shevgaon-Bodhegaon,sorgum(jawar),1915,1890,1890
2776,Shevgaon-Bodhegaon,wheat(husked),1530,1778,1778
2777,Shevgaon,bajri,1452,1589,1589
2778,Shevgaon,cotton,4102,3985,3985
2779,Shevgaon,gram,2500,4367,4367
2780,Shevgaon,maize,1000,1448,1448
2781,Shevgaon,pigeon pea (tur),4900,8891,8891
2782,Shevgaon,sorgum(jawar),2522,1999,1999
2783,Shevgaon,soybean,3113,3400,3400
2784,Shevgaon,wheat(husked),1640,1785,1785
2785,Shirpur,bajri,1434,1585,1585
2786,Shirpur,black gram,6284,10998,10998
2787,Shirpur,chillies(red),9000,6200,6200
2788,Shirpur,cowpea,5200,7767,7767
2789,Shirpur,gram,2953,5016,5016
2790,Shirpur,green gram,7927,8622,8622
2791,Shirpur,ground nut pods (dry),4813,6032,6032
2792,Shirpur,maize,1304,1468,1468
2793,Shirpur,matki,7288,8022,8022
2794,Shirpur,onion,1676,2396,2396
2795,Shirpur,pigeon pea (tur),3901,9101,9101
2796,Shirpur,sesamum,11325,9308,9308
2797,Shirpur,sorgum(jawar),1829,2306,2306
2798,Shirpur,soybean,3258,3805,3805
2799,Shirpur,sunflower,0,3050,3050
2800,Shirpur,wheat(husked),1793,1959,1959
2801,Shirur,bajri,1477,1523,1523
2802,Shirur,black gram,0,7200,7200
2803,Shirur,castor seed,0,3400,3400
2804,Shirur,cowpea,2700,5075,5075
2805,Shirur,gram,2440,3963,3963
2806,Shirur,green gram,6700,7725,7725
2807,Shirur,ground nut pods (dry),3067,4100,4100
2808,Shirur,indian bean,4550,4162,4162
2809,Shirur,maize,1260,1466,1466
2810,Shirur,pigeon pea (tur),3400,7588,7588
2811,Shirur,sorgum(jawar),1715,1718,1718
2812,Shirur,soybean,3100,3400,3400
2813,Shirur,tamarind,0,2257,2257
2814,Shirur,wheat(husked),1506,1546,1546
2815,Shrigonda-Ghogargaon,cotton,4091,4421,4421
2816,Shrigonda,bajri,0,1567,1567
2817,Shrigonda,gram,0,0,0
2818,Shrigonda,ground nut pods (dry),0,3000,3000
2819,Shrigonda,maize,0,1496,1496
2820,Shrigonda,onion,0,1833,1833
2821,Shrigonda,sorgum(jawar),0,2195,2195
2822,Shrigonda,wheat(husked),0,0,0
2823,Shrirampur-Belapur,bajri,0,1367,1367
2824,Shrirampur-Belapur,gram,0,3495,3495
2825,Shrirampur-Belapur,maize,0,1300,1300
2826,Shrirampur-Belapur,sorgum(jawar),0,1180,1180
2827,Shrirampur-Belapur,soybean,0,3480,3480
2828,Shrirampur-Belapur,wheat(husked),0,1574,1574
2829,Shrirampur,bajri,1564,1647,1647
2830,Shrirampur,bitter gourd,3455,4000,4000
2831,Shrirampur,black gram,0,8933,8933
2832,Shrirampur,bor,1957,2000,2000
2833,Shrirampur,bottle gourd,986,983,983
2834,Shrirampur,brinjal,2286,1908,1908
2835,Shrirampur,cabbage,936,848,848
2836,Shrirampur,capsicum,2941,2900,2900
2837,Shrirampur,carrot,0,1227,1227
2838,Shrirampur,chikoo,2500,2250,2250
2839,Shrirampur,cluster bean,0,3700,3700
2840,Shrirampur,cucumber,1577,1613,1613
2841,Shrirampur,custard apple,3478,3500,3500
2842,Shrirampur,fenugreek,3526,5576,5576
2843,Shrirampur,flower,841,1112,1112
2844,Shrirampur,garlic,3375,7000,7000
2845,Shrirampur,ginger (fresh),5238,4000,4000
2846,Shrirampur,gram,3129,4911,4911
2847,Shrirampur,grapes,0,4023,4023
2848,Shrirampur,green chilli,4214,4417,4417
2849,Shrirampur,green gram,7559,7928,7928
2850,Shrirampur,green-peas,2660,3321,3321
2851,Shrirampur,ground nut pods (dry),4000,4500,4500
2852,Shrirampur,ladies finger,3045,3543,3543
2853,Shrirampur,lemon,3810,4326,4326
2854,Shrirampur,maize,1557,1387,1387
2855,Shrirampur,mango(raw),0,3500,3500
2856,Shrirampur,mango,0,4417,4417
2857,Shrirampur,mosambi,3063,3500,3500
2858,Shrirampur,onion,2000,3106,3106
2859,Shrirampur,orange,0,2067,2067
2860,Shrirampur,papai,1165,1500,1500
2861,Shrirampur,pigeon pea (tur),4100,7400,7400
2862,Shrirampur,pomegranate,4800,4800,4800
2863,Shrirampur,potato,2288,1358,1358
2864,Shrirampur,shevga,3333,4000,4000
2865,Shrirampur,sorgum(jawar),1947,1981,1981
2866,Shrirampur,soybean,3260,3780,3780
2867,Shrirampur,sweet potato,2500,2000,2000
2868,Shrirampur,tamarind,0,2055,2055
2869,Shrirampur,tomato,2690,3000,3000
2870,Shrirampur,water melon,1500,1167,1167
2871,Shrirampur,wheat(husked),1866,1996,1996
2872,Sillod-Bharadi,bajri,1317,1250,1250
2873,Sillod-Bharadi,black gram,4167,5600,5600
2874,Sillod-Bharadi,gram,3500,4050,4050
2875,Sillod-Bharadi,green gram,7933,8000,8000
2876,Sillod-Bharadi,maize,1292,1422,1422
2877,Sillod-Bharadi,mustard,0,0,0
2878,Sillod-Bharadi,pigeon pea (tur),0,0,0
2879,Sillod-Bharadi,sorgum(jawar),1642,1125,1125
2880,Sillod-Bharadi,soybean,3228,3500,3500
2881,Sillod-Bharadi,wheat(husked),1539,1558,1558
2882,Sillod,bajri,1420,1350,1350
2883,Sillod,castor seed,0,3500,3500
2884,Sillod,gram,2500,4133,4133
2885,Sillod,green gram,6500,8500,8500
2886,Sillod,maize,0,1533,1533
2887,Sillod,mustard,0,3400,3400
2888,Sillod,pigeon pea (tur),0,7510,7510
2889,Sillod,sorgum(jawar),1450,1600,1600
2890,Sillod,soybean,3204,3573,3573
2891,Sillod,wheat(husked),1517,1554,1554
2892,Sindevahi,paddy-unhusked,2678,2099,2099
2893,Sindi (Selu),cotton,4075,4438,4438
2894,Sindi (Selu),gram,0,0,0
2895,Sindi (Selu),pigeon pea (tur),0,5365,5365
2896,Sindi (Selu),soybean,0,3723,3723
2897,Sindi (Selu),wheat(husked),0,1450,1450
2898,Sindi,cotton,4070,4329,4329
2899,Sindi,gram,2245,4461,4461
2900,Sindi,pigeon pea (tur),0,7255,7255
2901,Sindi,soybean,3408,3789,3789
2902,Sindi,wheat(husked),0,1611,1611
2903,Sindkhed Raja,maize,0,1420,1420
2904,Sindkhed Raja,sorgum(jawar),0,1800,1800
2905,Sindkhed Raja,soybean,0,3664,3664
2906,Sindkhed Raja,wheat(husked),0,1800,1800
2907,Sinner,bajri,1539,1674,1674
2908,Sinner,black gram,5183,9239,9239
2909,Sinner,castor seed,0,3385,3385
2910,Sinner,gram,3347,4804,4804
2911,Sinner,green gram,8228,8231,8231
2912,Sinner,ground nut pods (dry),4325,6376,6376
2913,Sinner,maize,1322,1634,1634
2914,Sinner,matki,6801,8500,8500
2915,Sinner,onion,1823,3445,3445
2916,Sinner,pigeon pea (tur),3350,7949,7949
2917,Sinner,rice(paddy-hus),1476,3252,3252
2918,Sinner,sorgum(jawar),2055,1971,1971
2919,Sinner,soybean,6086,3975,3975
2920,Sinner,tamarind,0,1506,1506
2921,Sinner,wheat(husked),1825,1945,1945
2922,Sironcha,rice(paddy-hus),0,0,0
2923,Solapur,apple,1175,1140,1140
2924,Solapur,bajri,1464,1651,1651
2925,Solapur,banana,1193,1020,1020
2926,Solapur,bitter gourd,3474,4043,4043
2927,Solapur,black gram,5794,9644,9644
2928,Solapur,bor,1763,1892,1892
2929,Solapur,brinjal,3506,3035,3035
2930,Solapur,cabbage,817,1220,1220
2931,Solapur,capsicum,2721,3005,3005
2932,Solapur,carrot,2202,2188,2188
2933,Solapur,chikoo,2642,3620,3620
2934,Solapur,chillies(red),10286,16344,16344
2935,Solapur,cluster bean,4607,6327,6327
2936,Solapur,coriander  ,500,1200,1200
2937,Solapur,cucumber,2738,2878,2878
2938,Solapur,custard apple,5113,4866,4866
2939,Solapur,flower,1360,1600,1600
2940,Solapur,garlic,4858,12892,12892
2941,Solapur,ghevda,3682,3833,3833
2942,Solapur,goosefoot,0,400,400
2943,Solapur,gram,3226,4670,4670
2944,Solapur,grapes,153,477,477
2945,Solapur,green chilli,3147,3320,3320
2946,Solapur,green gram,7726,9120,9120
2947,Solapur,green peas (dry),4961,5000,5000
2948,Solapur,ground nut pods (dry),4200,5325,5325
2949,Solapur,guava,2247,2500,2500
2950,Solapur,jaggery,0,2784,2784
2951,Solapur,ladies finger,4398,4431,4431
2952,Solapur,lemon,6336,5563,5563
2953,Solapur,matki,6631,8900,8900
2954,Solapur,mula shenga,3675,4625,4625
2955,Solapur,onion,2421,3887,3887
2956,Solapur,papai,488,767,767
2957,Solapur,pigeon pea (tur),5276,10483,10483
2958,Solapur,pomegranate,11425,13771,13771
2959,Solapur,potato,0,1857,1857
2960,Solapur,rice(paddy-hus),5761,5662,5662
2961,Solapur,ridge gourd,3670,4116,4116
2962,Solapur,shepu,0,700,700
2963,Solapur,sorgum(jawar),2729,3222,3222
2964,Solapur,soybean,3392,3834,3834
2965,Solapur,tomato,1812,3316,3316
2966,Solapur,wheat(husked),2670,2843,2843
2967,Solapur,wheat(unhusked),3200,3751,3751
2968,Sonpeth,bajri,1426,1686,1686
2969,Sonpeth,black gram,4201,0,0
2970,Sonpeth,cotton,3997,4349,4349
2971,Sonpeth,gram,2567,4455,4455
2972,Sonpeth,green gram,7679,6250,6250
